id,carat,cut,color,clarity,size
11793,2.02,Ideal,J,SI1,328.79399800000004
11794,0.7,Good,G,SI1,114.363392
11795,1.07,Premium,H,VS2,175.10115000000005
11796,1.57,Premium,D,SI1,253.11896500000003
11797,1.28,Ideal,H,SI2,210.7728
11798,0.96,Very Good,D,SI2,152.65908
11799,1.1,Premium,H,SI1,178.59559
11800,0.71,Very Good,I,SI1,115.442784
11801,0.9,Premium,G,I1,144.01094400000002
11802,1.18,Good,D,SI2,185.116512
11803,0.7,Ideal,E,SI1,117.726912
11804,0.57,Ideal,G,SI1,94.20922
11805,1.03,Ideal,E,VVS2,168.3799
11806,2.51,Very Good,I,SI2,414.116736
11807,0.43,Good,H,VVS1,71.408585
11808,1.51,Ideal,E,SI2,245.323008
11809,0.84,Ideal,I,VS1,136.60844400000002
11810,1.83,Premium,I,VS1,303.01628
11811,0.91,Premium,D,VS2,145.37908000000002
11812,0.51,Ideal,E,VS2,83.424256
11813,0.55,Ideal,F,VS1,92.735604
11814,0.73,Ideal,I,VS2,120.638124
11815,0.4,Premium,E,VS1,63.136532
11816,1.21,Very Good,F,VS2,196.670992
11817,1.02,Premium,F,VS2,166.687596
11818,0.72,Premium,J,VVS1,115.76927999999998
11819,1.21,Good,H,SI1,199.144286
11820,0.7,Fair,J,VS2,111.68928
11821,0.37,Ideal,F,VS1,60.66529500000001
11822,1.01,Very Good,D,VVS2,166.973422
11823,0.73,Very Good,E,VS2,117.99
11824,0.31,Good,G,VS2,50.594544000000006
11825,1.0,Good,D,I1,157.948875
11826,1.5,Ideal,I,VS2,248.49614
11827,0.4,Ideal,G,VVS1,67.29188400000001
11828,1.5,Ideal,G,SI2,240.52824
11829,1.06,Very Good,H,VS2,173.277808
11830,0.41,Ideal,E,VVS2,66.97975000000001
11831,0.3,Ideal,F,IF,49.41216000000001
11832,0.9,Premium,I,SI1,149.455488
11833,0.31,Ideal,G,VVS2,51.161548
11834,0.54,Ideal,F,VS2,88.7263
11835,0.31,Ideal,E,VS1,51.56136000000001
11836,0.59,Premium,G,VS1,98.73318
11837,1.0,Very Good,F,SI2,164.19488400000003
11838,2.14,Premium,H,SI1,349.836624
11839,0.54,Ideal,F,VS1,89.813448
11840,1.52,Good,J,VS2,242.980192
11841,0.89,Premium,G,SI1,145.91803199999998
11842,0.35,Ideal,E,SI1,57.29913599999999
11843,2.0,Premium,H,SI1,321.36264000000006
11844,0.5,Good,F,VS2,79.72550000000001
11845,0.33,Premium,I,IF,54.654624000000005
11846,1.23,Very Good,G,SI2,197.9548
11847,0.31,Very Good,I,VVS2,49.641718
11848,0.3,Premium,F,SI2,47.01312000000001
11849,0.8,Ideal,I,VS2,133.64289000000002
11850,1.51,Fair,D,SI1,233.808084
11851,0.3,Very Good,G,VVS2,48.587049
11852,1.02,Very Good,E,SI1,166.974048
11853,0.74,Very Good,G,SI2,118.23282
11854,1.11,Premium,H,SI2,176.21471999999997
11855,0.52,Ideal,F,SI2,85.03616
11856,1.23,Ideal,H,I1,196.27853
11857,1.37,Premium,H,VS1,227.888412
11858,0.72,Very Good,E,SI1,115.054216
11859,2.01,Premium,G,SI2,327.197235
11860,0.42,Ideal,G,VVS1,69.06143999999999
11861,0.41,Very Good,D,VS2,66.9256
11862,0.39,Very Good,I,VS2,65.755404
11863,0.3,Ideal,E,VS1,49.78368
11864,0.8,Ideal,D,SI2,131.8176
11865,0.65,Premium,E,SI2,104.845224
11866,1.01,Ideal,G,SI1,166.825624
11867,0.46,Very Good,G,VS1,72.716616
11868,0.55,Ideal,G,VS2,92.273994
11869,0.3,Ideal,G,VS1,49.828341
11870,1.38,Premium,J,VS2,228.529836
11871,0.38,Ideal,E,VVS1,62.83951999999999
11872,0.5,Very Good,F,VVS2,80.202585
11873,0.34,Ideal,G,VS2,55.91969999999999
11874,2.5,Fair,G,SI2,386.71855199999993
11875,0.32,Very Good,D,SI1,51.55837499999999
11876,0.53,Good,H,SI1,88.03278
11877,0.56,Ideal,E,VS2,89.37442399999999
11878,0.61,Very Good,F,VS2,99.433152
11879,1.08,Very Good,E,SI2,173.75799999999995
11880,0.71,Ideal,H,VS1,116.63415000000002
11881,0.76,Very Good,I,VS1,121.940295
11882,0.35,Good,F,SI1,58.505524
11883,0.9,Premium,F,SI2,145.94688
11884,0.34,Premium,F,VS2,56.07112
11885,0.34,Premium,E,VS2,54.212125
11886,0.5,Premium,E,VS2,81.726144
11887,0.3,Premium,G,VS1,49.19520199999999
11888,0.32,Ideal,F,VS2,53.98329600000001
11889,1.22,Premium,E,SI1,201.78912000000005
11890,1.7,Good,J,VS2,268.667388
11891,0.52,Ideal,J,IF,84.86912000000001
11892,0.35,Premium,D,VS2,57.72549800000001
11893,1.01,Premium,F,SI2,168.33290400000004
11894,0.41,Very Good,E,VVS1,66.95225599999999
11895,0.3,Very Good,H,VVS2,48.815968000000005
11896,0.52,Ideal,D,SI1,86.69376
11897,0.52,Good,E,VS2,84.37515599999999
11898,0.49,Very Good,G,IF,82.75143600000001
11899,0.4,Very Good,H,SI1,65.13683
11900,1.89,Ideal,H,VS1,307.89396
11901,0.51,Ideal,G,VVS2,82.872072
11902,1.02,Premium,F,VVS2,166.8615
11903,0.71,Very Good,I,SI1,117.196992
11904,0.55,Good,E,SI1,90.364324
11905,1.5,Premium,G,VS1,238.76208000000003
11906,1.21,Very Good,D,VVS2,195.764192
11907,0.55,Good,J,VS1,84.958208
11908,0.51,Premium,I,SI1,81.902172
11909,0.72,Ideal,E,SI1,114.284456
11910,1.02,Premium,G,SI1,167.184
11911,0.44,Premium,G,SI1,71.934616
11912,0.9,Ideal,D,SI1,146.08440000000002
11913,1.11,Premium,F,SI1,180.53952
11914,0.9,Very Good,I,VS1,142.55395
11915,0.3,Premium,G,VS1,49.2048
11916,0.82,Very Good,H,SI1,132.34585
11917,0.4,Very Good,G,VVS1,66.48768
11918,0.42,Ideal,G,IF,70.56630000000001
11919,1.11,Ideal,E,IF,183.29262
11920,0.57,Very Good,E,VVS2,93.894878
11921,2.01,Ideal,I,SI1,331.64198400000004
11922,0.31,Ideal,E,VS2,52.345818
11923,1.01,Good,D,VS2,163.11752999999996
11924,1.09,Ideal,E,VVS2,178.80192
11925,0.41,Very Good,F,SI2,67.415208
11926,0.51,Very Good,E,VS2,85.50108
11927,1.12,Ideal,F,VS2,180.883638
11928,0.57,Ideal,G,VVS2,93.0228
11929,0.31,Premium,G,VS1,50.8776
11930,0.3,Premium,H,VS1,49.09224
11931,0.3,Very Good,E,VS2,49.42296
11932,2.58,Premium,H,SI2,419.560308
11933,1.21,Ideal,D,SI2,196.747029
11934,1.26,Premium,H,SI2,203.769088
11935,0.56,Ideal,G,VVS2,92.415771
11936,0.41,Good,G,SI2,67.19824999999999
11937,1.56,Premium,F,SI2,266.922272
11938,1.54,Premium,G,VS1,246.13589
11939,1.03,Ideal,J,SI1,170.366394
11940,1.0,Good,H,SI1,161.86381199999997
11941,1.53,Premium,I,SI1,246.942918
11942,1.03,Premium,G,VS1,165.88800000000003
11943,0.7,Ideal,H,VVS1,114.20748
11944,0.71,Very Good,J,SI2,117.260325
11945,0.79,Good,H,SI2,131.837365
11946,1.01,Good,E,VS2,163.081408
11947,0.71,Ideal,H,VS1,116.653446
11948,0.31,Premium,F,VS2,49.56931
11949,2.09,Premium,H,SI2,341.2184
11950,1.15,Ideal,G,VS1,187.85852800000004
11951,1.2,Ideal,G,VVS1,194.557614
11952,0.35,Premium,G,VVS2,56.899971
11953,0.4,Very Good,G,VVS2,67.366936
11954,0.42,Ideal,G,IF,69.95251999999999
11955,0.33,Ideal,E,VVS2,53.454492
11956,0.54,Very Good,I,SI2,88.250106
11957,2.02,Premium,I,VS2,334.14300000000003
11958,0.23,Very Good,F,VVS2,38.900352
11959,1.08,Good,H,VVS1,176.91433199999997
11960,1.06,Ideal,F,VVS2,175.27840200000003
11961,0.41,Premium,G,VVS1,66.630816
11962,2.01,Very Good,I,VS1,321.91798800000004
11963,0.4,Premium,D,VS1,65.13683
11964,0.31,Ideal,H,IF,51.45624
11965,1.51,Ideal,I,SI1,245.2989
11966,0.52,Ideal,F,VS1,86.422842
11967,0.73,Fair,I,I1,112.98585599999998
11968,0.7,Very Good,J,SI1,111.94914
11969,0.32,Premium,F,SI1,52.31954
11970,0.75,Ideal,E,SI1,120.35116
11971,2.01,Good,D,SI2,320.10573000000005
11972,0.56,Very Good,E,IF,91.352448
11973,1.19,Ideal,H,VS2,195.705454
11974,0.39,Ideal,G,VVS1,63.46128
11975,1.01,Very Good,I,VS1,167.958
11976,0.79,Ideal,H,IF,130.44532800000002
11977,1.31,Ideal,G,VVS2,217.475115
11978,0.51,Ideal,G,VVS1,83.822652
11979,0.57,Ideal,D,VS1,92.831544
11980,0.32,Ideal,D,VS2,52.851708
11981,1.3,Very Good,J,VS2,214.241328
11982,1.53,Ideal,F,SI1,247.554615
11983,1.01,Premium,H,SI1,160.193376
11984,1.01,Premium,J,SI2,161.28521500000002
11985,0.34,Ideal,H,IF,56.497221
11986,0.25,Very Good,E,VVS2,41.905149
11987,0.33,Premium,G,VS1,53.499680000000005
11988,0.32,Very Good,F,SI1,52.877
11989,0.31,Ideal,D,VS2,50.878688
11990,1.16,Ideal,G,VVS1,188.870976
11991,0.36,Premium,D,VS2,59.42142
11992,1.07,Ideal,E,VS2,174.94806400000002
11993,1.74,Very Good,H,SI2,285.08643
11994,0.32,Very Good,I,VS2,51.657333
11995,0.5,Ideal,G,VVS1,83.03616
11996,1.0,Premium,G,VS2,167.231724
11997,0.83,Very Good,I,VS1,137.74044
11998,1.07,Very Good,H,SI1,181.800855
11999,0.91,Fair,D,SI1,141.56766
12000,0.72,Ideal,D,VS2,120.14150399999998
12001,1.5,Premium,E,SI2,239.8123
12002,1.01,Fair,H,VS1,153.103392
12003,0.31,Premium,E,VVS1,49.828341
12004,0.52,Ideal,G,VVS2,84.87072
12005,0.72,Ideal,G,VS1,117.726912
12006,0.35,Premium,D,VVS1,56.88774
12007,0.36,Ideal,E,VS2,59.49226
12008,1.63,Ideal,G,VS1,268.89408
12009,1.02,Very Good,D,SI2,164.745216
12010,1.24,Premium,H,VS2,201.972771
12011,1.51,Ideal,I,SI1,246.13589
12012,1.28,Premium,H,SI2,202.64868
12013,0.61,Ideal,I,VVS1,101.654487
12014,0.91,Premium,E,SI2,145.756688
12015,0.3,Premium,H,VS1,49.09224
12016,0.41,Ideal,E,VVS1,67.737306
12017,0.91,Very Good,D,SI2,149.75769599999998
12018,0.32,Premium,G,VS2,52.56498200000001
12019,0.7,Ideal,I,VVS2,115.460768
12020,0.38,Very Good,E,VS2,63.399501
12021,1.21,Ideal,H,SI1,196.72245000000004
12022,0.37,Premium,F,SI1,60.28175999999999
12023,0.33,Premium,H,VS1,53.255968
12024,0.92,Premium,H,SI1,150.092184
12025,0.31,Ideal,E,VS2,50.564472
12026,0.32,Ideal,F,VVS1,53.286698
12027,0.34,Premium,G,VS2,56.591931
12028,2.03,Very Good,E,SI2,330.50034
12029,0.57,Ideal,H,IF,94.12041
12030,0.32,Very Good,D,IF,53.092221
12031,0.55,Ideal,G,VVS2,90.64113
12032,0.31,Ideal,F,SI1,51.135555
12033,0.59,Very Good,D,SI1,97.795488
12034,2.01,Very Good,H,SI1,318.06516000000005
12035,0.78,Ideal,I,VS2,129.238564
12036,1.01,Premium,H,SI1,162.3072
12037,1.01,Very Good,E,VVS2,164.70110400000002
12038,1.18,Very Good,D,I1,194.007056
12039,1.01,Premium,G,SI2,158.716828
12040,0.54,Ideal,F,SI2,87.86304
12041,1.2,Ideal,E,SI2,199.56663000000003
12042,1.01,Premium,G,VS2,163.166416
12043,1.53,Ideal,F,SI1,249.703776
12044,0.54,Premium,F,SI1,87.20036
12045,0.3,Very Good,F,VS2,48.977
12046,1.43,Very Good,H,SI1,236.12601600000005
12047,1.23,Ideal,H,SI2,205.47258
12048,1.01,Good,G,VS1,162.643936
12049,0.3,Ideal,D,VS2,48.680775
12050,0.52,Very Good,H,SI1,85.65171000000001
12051,0.3,Ideal,E,VVS2,49.943418
12052,1.52,Ideal,F,SI1,251.945928
12053,0.35,Very Good,G,VS1,58.073015
12054,0.73,Very Good,E,VS1,117.213096
12055,1.35,Premium,J,SI1,217.461888
12056,1.08,Premium,D,SI1,179.627742
12057,0.92,Very Good,F,SI2,150.39843000000002
12058,0.68,Premium,G,VS1,113.44973999999998
12059,2.01,Premium,I,SI2,317.921706
12060,0.83,Ideal,G,VVS1,136.44081
12061,0.72,Ideal,G,VS2,119.18715
12062,0.32,Ideal,F,SI1,53.379456000000005
12063,1.02,Ideal,G,VS1,166.60479
12064,1.11,Good,D,SI2,179.91912
12065,1.31,Ideal,I,SI2,213.493072
12066,0.36,Very Good,E,VS2,58.48428
12067,0.71,Ideal,F,I1,115.725888
12068,0.41,Ideal,D,VS1,67.22504099999999
12069,0.23,Very Good,E,VVS2,37.52736
12070,0.43,Ideal,G,IF,69.142788
12071,0.7,Ideal,D,VVS2,116.63415000000002
12072,0.56,Ideal,E,VS1,92.26452
12073,0.41,Premium,F,VVS2,67.60512
12074,0.4,Very Good,E,SI1,64.705536
12075,0.3,Premium,D,VS2,49.13868
12076,1.55,Premium,J,VS1,251.2818
12077,0.3,Ideal,G,VVS2,49.504608000000005
12078,0.54,Very Good,D,VS2,89.2096
12079,0.33,Good,G,SI1,54.381564
12080,0.4,Ideal,I,SI1,67.08528
12081,2.4,Ideal,I,SI2,376.595595
12082,0.54,Ideal,E,VS2,88.70272
12083,0.54,Premium,E,VS2,90.15804
12084,1.01,Premium,D,VS1,162.48192
12085,0.4,Premium,F,VS1,65.380425
12086,0.32,Ideal,G,VVS1,52.253292
12087,1.01,Premium,E,VS2,165.27616000000003
12088,0.5,Very Good,F,VVS2,82.35212800000001
12089,2.0,Fair,J,VS2,317.0866
12090,1.04,Very Good,G,VVS2,168.21675
12091,0.52,Ideal,D,SI1,85.98592799999999
12092,0.4,Premium,F,VS1,64.656525
12093,1.53,Premium,H,VS1,255.02758400000005
12094,0.23,Very Good,E,VS2,38.089656000000005
12095,0.83,Premium,D,SI2,135.133648
12096,1.0,Premium,I,SI2,159.16823999999997
12097,0.51,Premium,H,VVS2,80.62976
12098,0.3,Ideal,D,VVS2,48.84026
12099,0.52,Premium,G,VS2,85.63316999999999
12100,0.6,Ideal,G,SI2,101.02924799999998
12101,0.45,Very Good,E,SI1,72.03855999999999
12102,0.48,Very Good,D,IF,80.369664
12103,1.02,Premium,F,VS2,165.5328
12104,0.51,Ideal,E,VS2,84.357
12105,1.51,Very Good,J,SI1,243.875697
12106,1.01,Ideal,F,VS1,167.397334
12107,1.03,Very Good,E,SI2,166.1512
12108,0.53,Premium,G,VS2,84.971268
12109,0.71,Premium,E,SI1,115.53759
12110,2.02,Ideal,J,SI2,336.342786
12111,1.0,Fair,H,VS1,155.42847
12112,0.5,Very Good,G,VVS1,80.68485600000001
12113,0.7,Very Good,F,SI2,114.20571000000002
12114,1.15,Ideal,H,SI1,190.732564
12115,1.54,Premium,E,SI1,256.046336
12116,1.01,Ideal,E,VVS2,171.01919999999998
12117,2.19,Premium,I,SI2,355.03713600000003
12118,1.5,Good,E,SI1,236.80524
12119,0.37,Very Good,F,SI1,58.66417599999999
12120,2.07,Premium,F,SI2,332.95819200000005
12121,0.71,Very Good,E,VS1,114.686016
12122,1.52,Premium,J,VS1,248.84068
12123,1.26,Good,G,SI1,202.10990400000003
12124,1.09,Very Good,D,SI2,177.23257199999998
12125,1.08,Ideal,G,VS2,175.040568
12126,0.32,Very Good,J,SI1,51.488984
12127,1.01,Good,E,VS1,163.930272
12128,0.66,Premium,E,SI1,110.12952
12129,0.7,Very Good,E,VS1,110.977152
12130,0.34,Ideal,G,VVS1,56.19684
12131,1.01,Ideal,D,SI2,163.149884
12132,0.8,Very Good,G,VS2,134.61378299999998
12133,1.01,Premium,G,SI1,165.41560800000002
12134,0.32,Very Good,H,VVS2,52.345608
12135,0.58,Ideal,F,VS2,95.73717999999998
12136,0.31,Good,H,VS2,51.06574199999999
12137,0.72,Ideal,D,SI1,118.568884
12138,0.37,Premium,F,SI1,60.012414
12139,0.56,Ideal,H,VS1,92.481896
12140,0.76,Premium,F,SI2,124.969413
12141,0.93,Very Good,E,SI2,150.739056
12142,1.1,Very Good,F,VS2,183.784513
12143,1.67,Ideal,G,VS1,274.69338
12144,1.09,Ideal,D,SI2,176.380032
12145,1.01,Ideal,E,SI2,158.96916
12146,1.0,Very Good,F,VS2,166.46015999999997
12147,1.06,Ideal,I,SI2,171.162222
12148,2.06,Very Good,G,SI2,342.2056800000001
12149,1.01,Good,G,VS2,159.80223599999997
12150,0.72,Ideal,D,SI2,118.3166
12151,0.52,Ideal,H,VS2,83.783436
12152,1.32,Premium,G,SI1,216.14896
12153,0.32,Ideal,I,VVS2,51.870484
12154,0.7,Premium,J,VVS2,114.686523
12155,0.37,Premium,G,VS1,61.615344
12156,1.51,Very Good,E,VS2,239.62688
12157,2.16,Premium,H,SI2,346.3789200000001
12158,0.9,Ideal,D,VS1,144.337278
12159,0.31,Very Good,E,SI1,51.678
12160,0.9,Ideal,E,VVS2,146.839797
12161,1.11,Ideal,F,VS2,182.301105
12162,0.32,Very Good,G,VS2,52.56498200000001
12163,0.4,Very Good,F,VVS2,66.8116
12164,1.16,Ideal,H,SI2,190.449578
12165,1.03,Premium,D,VVS2,165.83227200000002
12166,0.52,Ideal,F,VVS2,86.70837599999999
12167,1.23,Ideal,I,SI1,200.179104
12168,0.8,Ideal,F,SI1,135.1182
12169,0.92,Very Good,D,SI1,153.85075199999997
12170,0.53,Premium,G,VS2,85.23275600000001
12171,0.35,Ideal,G,IF,59.036121
12172,1.15,Ideal,I,SI2,187.889394
12173,0.9,Premium,E,SI1,143.66494799999998
12174,0.31,Ideal,E,IF,51.613044
12175,0.4,Ideal,I,SI1,66.41748
12176,1.79,Premium,G,VS2,297.15218
12177,0.61,Premium,D,VS2,100.504686
12178,0.39,Ideal,G,VS2,64.31057000000001
12179,0.35,Premium,H,SI1,57.09302399999999
12180,0.41,Good,F,SI1,67.26060000000001
12181,0.37,Very Good,E,VS2,59.65164
12182,0.3,Good,H,VS1,49.87402699999999
12183,0.9,Good,F,VS1,140.37564
12184,0.43,Ideal,F,VVS1,71.11174000000001
12185,2.08,Ideal,J,SI2,343.59180100000003
12186,1.04,Very Good,H,SI1,167.5968
12187,0.71,Very Good,G,VS2,116.65485
12188,0.71,Very Good,E,VS1,118.110832
12189,0.54,Ideal,D,VS1,87.634284
12190,0.3,Ideal,H,VS1,49.45509499999999
12191,0.27,Ideal,I,VS1,44.754228
12192,0.4,Good,J,VS1,65.34764600000001
12193,0.4,Very Good,D,VS1,65.325744
12194,0.34,Ideal,D,VS1,54.86850000000001
12195,0.4,Ideal,I,VVS1,64.09108
12196,0.33,Ideal,G,VS1,54.578700000000005
12197,0.3,Premium,H,SI1,48.09008
12198,0.4,Premium,D,SI1,65.70588000000001
12199,0.91,Very Good,G,SI1,148.18496
12200,0.3,Premium,G,VS1,47.727136
12201,1.6,Premium,I,VS1,266.699752
12202,1.01,Very Good,E,SI1,164.445372
12203,1.0,Fair,G,VS2,149.720076
12204,1.75,Ideal,H,I1,288.2101
12205,0.62,Very Good,I,VS2,100.731168
12206,0.31,Ideal,F,VS2,51.25256999999999
12207,0.51,Ideal,I,VS2,84.41450400000001
12208,1.29,Ideal,H,SI1,211.4448
12209,1.5,Good,H,VS2,241.976134
12210,0.74,Premium,J,SI1,119.885598
12211,0.32,Ideal,D,VS1,53.182395
12212,0.3,Ideal,G,VVS1,51.018002
12213,1.52,Very Good,I,SI1,240.342552
12214,0.73,Premium,F,VS2,118.362318
12215,1.63,Ideal,I,SI1,269.154144
12216,1.0,Good,D,SI2,159.72187499999998
12217,1.0,Very Good,G,SI2,158.51982
12218,0.76,Fair,H,I1,124.396992
12219,0.42,Very Good,E,SI1,69.78384
12220,0.59,Ideal,F,SI2,97.752448
12221,1.22,Premium,H,VS2,198.042026
12222,1.52,Ideal,H,SI1,249.312
12223,0.28,Ideal,I,VS1,46.5885
12224,0.52,Good,G,VVS1,85.86424
12225,0.76,Very Good,H,SI2,126.032544
12226,0.24,Very Good,F,VVS2,40.176992
12227,0.73,Premium,E,SI1,119.21183999999998
12228,0.31,Ideal,F,VS2,51.632546
12229,1.15,Very Good,D,SI2,191.800962
12230,0.3,Premium,E,VVS2,49.27262400000001
12231,0.41,Ideal,F,VVS1,68.08793399999999
12232,0.42,Premium,E,SI1,68.480192
12233,0.59,Ideal,E,VS2,95.33238
12234,1.51,Premium,G,SI1,249.2025
12235,0.92,Fair,H,VS1,155.162595
12236,1.0,Premium,H,SI1,165.632
12237,1.49,Very Good,G,SI2,236.26944
12238,0.74,Ideal,H,VVS2,120.58254
12239,0.26,Very Good,G,VVS2,42.48911999999999
12240,0.7,Premium,D,SI1,109.59648
12241,0.72,Very Good,D,VS2,116.192076
12242,0.73,Fair,I,VS1,124.484529
12243,1.67,Ideal,I,VS1,273.25988
12244,0.5,Fair,D,VVS2,79.30098
12245,1.15,Premium,J,SI1,188.190288
12246,0.5,Ideal,G,SI1,80.96917499999999
12247,1.62,Premium,H,SI2,259.604163
12248,0.42,Very Good,F,SI1,70.01568
12249,0.74,Fair,F,VS2,119.557312
12250,0.41,Ideal,F,VS1,67.696112
12251,0.25,Very Good,F,VVS1,40.50149999999999
12252,0.41,Very Good,G,IF,68.44319999999999
12253,0.58,Very Good,H,SI1,94.95561600000002
12254,0.91,Very Good,G,SI2,148.562212
12255,0.9,Ideal,H,VS2,145.143075
12256,0.52,Premium,E,VS1,84.66813599999999
12257,1.55,Premium,H,SI2,250.121586
12258,0.72,Ideal,F,VS2,121.21410000000002
12259,1.5,Very Good,E,SI2,243.3158
12260,0.43,Premium,F,VVS2,69.80709600000002
12261,1.57,Very Good,H,VS2,260.01084
12262,0.7,Ideal,E,SI1,116.7264
12263,0.51,Very Good,J,VS2,84.22514
12264,0.41,Ideal,D,SI1,68.628
12265,1.02,Ideal,G,I1,166.86309200000002
12266,0.49,Premium,H,SI2,81.52883200000001
12267,0.74,Very Good,H,VS1,121.131528
12268,1.01,Premium,E,VS2,162.82817599999998
12269,1.01,Ideal,F,SI1,165.170544
12270,0.7,Ideal,E,SI2,117.190656
12271,0.6,Premium,E,SI2,97.032678
12272,0.71,Ideal,D,VS1,115.94655
12273,0.49,Good,F,VS1,76.47156
12274,2.26,Ideal,J,VS2,369.586756
12275,0.27,Premium,E,VS1,45.401292000000005
12276,1.25,Premium,G,SI1,202.47153
12277,0.9,Premium,F,VS2,144.859792
12278,0.32,Ideal,G,IF,53.8461
12279,0.4,Very Good,F,SI1,65.524928
12280,0.32,Ideal,F,VVS1,52.89856
12281,0.4,Ideal,F,VVS2,66.06864
12282,1.01,Good,F,SI2,162.86225999999996
12283,0.25,Very Good,F,VVS2,41.231736
12284,0.33,Premium,E,VS2,53.54255399999999
12285,1.03,Very Good,D,SI1,169.27218000000002
12286,0.45,Good,G,IF,75.348
12287,0.35,Ideal,D,VS2,58.31327999999999
12288,0.71,Very Good,D,VVS2,117.18959999999998
12289,1.09,Very Good,H,SI1,177.991632
12290,1.01,Fair,F,VS1,173.04935999999998
12291,0.7,Good,I,SI1,111.640176
12292,1.02,Premium,H,SI1,164.50383399999998
12293,0.59,Premium,H,SI1,93.178728
12294,0.7,Ideal,G,VVS2,116.25049799999998
12295,0.56,Premium,F,VS1,91.392212
12296,0.38,Ideal,F,VS2,61.151244000000005
12297,0.72,Ideal,G,SI1,116.7595
12298,0.3,Ideal,E,VS1,49.13868
12299,0.79,Ideal,E,VS2,129.97287
12300,1.13,Ideal,D,SI1,185.773272
12301,0.3,Premium,D,SI1,47.932668
12302,0.51,Premium,E,SI1,83.90366999999998
12303,0.3,Good,G,VS2,48.24515
12304,1.55,Premium,G,SI1,251.879712
12305,0.73,Very Good,F,VVS2,118.03276799999998
12306,0.71,Very Good,D,SI1,117.699357
12307,0.7,Premium,G,VS2,117.181834
12308,0.31,Premium,H,SI1,49.921920000000014
12309,1.0,Premium,G,SI2,161.489694
12310,1.19,Very Good,G,SI2,184.32288000000003
12311,0.31,Good,H,SI1,50.359764
12312,2.29,Premium,J,IF,373.0506
12313,1.51,Premium,G,VS1,238.10631300000003
12314,0.35,Ideal,H,SI1,58.77972
12315,0.71,Ideal,D,SI1,116.598342
12316,0.51,Premium,F,SI1,84.72934500000001
12317,2.04,Very Good,H,SI2,329.3416870000001
12318,1.43,Ideal,G,SI1,229.21629600000003
12319,0.71,Ideal,I,SI1,116.598342
12320,0.7,Good,H,VS2,112.380642
12321,0.56,Premium,G,SI1,92.16412800000002
12322,0.41,Premium,E,SI2,65.66375200000002
12323,1.19,Premium,H,VS1,193.6305
12324,0.4,Good,D,VS2,64.51044600000002
12325,0.57,Very Good,G,VS2,92.9355
12326,0.44,Premium,F,VS1,71.093792
12327,0.34,Ideal,G,IF,56.512104
12328,1.11,Premium,H,SI2,184.79136
12329,0.3,Good,G,VVS1,48.9311
12330,0.4,Ideal,F,VS2,64.77494399999999
12331,1.21,Premium,I,SI1,201.69786
12332,0.5,Premium,G,VVS2,82.41344999999998
12333,0.33,Premium,G,VS1,53.695278
12334,0.57,Premium,D,SI2,91.29120000000002
12335,0.3,Premium,H,VVS1,50.49044999999999
12336,1.5,Good,G,SI1,242.023288
12337,2.0,Premium,G,SI2,322.39284000000004
12338,0.91,Very Good,I,SI1,143.764308
12339,0.46,Very Good,E,VS1,75.19050000000001
12340,1.51,Premium,D,SI2,243.307284
12341,0.24,Very Good,E,VVS1,39.922792
12342,0.77,Ideal,G,VS2,128.48576400000002
12343,0.78,Premium,I,SI1,128.37171600000002
12344,0.5,Very Good,F,VS2,81.83626
12345,0.31,Ideal,G,VS1,51.1038
12346,0.31,Premium,D,VS2,49.943418
12347,2.14,Very Good,F,SI2,354.0972499999999
12348,0.32,Premium,G,VS2,51.632546
12349,0.7,Ideal,F,SI2,113.225508
12350,0.89,Ideal,G,VVS2,147.461894
12351,0.23,Ideal,G,SI1,38.7472
12352,0.3,Premium,H,VS1,48.51979200000001
12353,0.24,Very Good,H,VVS2,40.114776000000006
12354,0.43,Ideal,F,SI2,71.163576
12355,1.16,Fair,H,SI2,180.516882
12356,1.0,Very Good,E,SI2,160.83264
12357,1.5,Ideal,H,VS1,244.53430200000005
12358,0.9,Good,H,SI2,143.292942
12359,0.51,Very Good,G,VVS1,82.09152
12360,0.26,Ideal,I,VS2,43.073835
12361,0.3,Premium,D,VS2,48.15770400000001
12362,0.3,Premium,I,VS1,48.934368
12363,0.34,Ideal,F,SI2,57.20483999999999
12364,0.3,Ideal,G,VVS1,50.05849499999999
12365,0.43,Good,D,SI2,69.95664
12366,0.5,Ideal,D,VS1,80.201
12367,0.32,Ideal,H,VS1,52.754625
12368,1.16,Ideal,G,SI2,194.134248
12369,0.41,Very Good,F,VVS2,67.09353
12370,0.51,Premium,G,VVS2,83.32288000000001
12371,0.38,Ideal,D,VVS2,62.957628
12372,0.8,Premium,F,VS2,128.663052
12373,0.5,Very Good,D,VS2,81.76896
12374,0.51,Very Good,I,VS1,83.88479999999998
12375,0.34,Ideal,F,VVS1,56.42009999999999
12376,0.43,Ideal,G,VVS1,71.58780000000002
12377,0.52,Ideal,E,VS1,84.47596500000002
12378,1.03,Ideal,H,SI2,171.41480999999996
12379,0.91,Ideal,G,SI1,148.43141999999995
12380,1.42,Ideal,J,VVS2,232.688532
12381,0.51,Fair,J,VS2,79.869888
12382,0.53,Ideal,D,SI2,85.931604
12383,0.4,Ideal,E,VS1,66.07440000000001
12384,1.14,Ideal,H,SI1,185.669932
12385,1.31,Good,G,SI1,210.68916
12386,0.28,Very Good,G,VS2,46.232536
