id,carat,cut,color,clarity,price,size
38159,1.5,Very Good,I,VS2,9.163,244.32078
38160,0.72,Very Good,F,VVS2,8.137,116.26005000000002
38161,0.7,Very Good,F,VS2,7.93,113.47347000000002
38162,1.07,Ideal,G,VVS2,9.016,172.74708
38163,0.4,Ideal,F,VS1,6.821,66.502912
38164,1.0,Premium,J,SI1,8.219,160.49124
38165,0.72,Good,F,SI1,7.881,115.29604799999998
38166,1.0,Fair,E,SI2,8.051,146.652414
38167,0.7,Very Good,G,VVS2,8.082,118.00737000000001
38168,0.42,Ideal,E,VS2,6.931,69.4071
38169,0.4,Premium,E,VS2,6.855,65.00988
38170,0.7,Ideal,H,VS2,8.204,114.888792
38171,0.9,Very Good,E,SI1,8.425,144.10152
38172,1.7,Very Good,J,VS1,9.227,277.014322
38173,0.72,Premium,D,SI2,7.821,119.50496999999999
38174,0.41,Very Good,F,IF,7.135,66.60972500000001
38175,1.52,Premium,E,SI2,9.108,245.20428800000002
38176,1.25,Ideal,G,SI1,8.792,202.17912
38177,1.53,Premium,E,SI1,9.461,245.84279999999998
38178,1.62,Ideal,I,VVS2,9.358,264.01968
38179,0.31,Ideal,F,IF,6.818,51.413924
38180,0.55,Ideal,G,IF,7.933,90.10848000000001
38181,0.58,Ideal,G,VS1,7.555,95.73717999999998
38182,0.49,Premium,E,SI2,6.855,80.456024
38183,0.54,Ideal,F,SI1,7.233,87.98264999999999
38184,2.01,Premium,H,SI1,9.79,327.65611999999993
38185,1.25,Premium,H,SI2,8.655,200.61036
38186,0.7,Good,F,SI1,7.66,112.860216
38187,0.5,Very Good,F,SI2,6.998,79.657092
38188,1.01,Very Good,F,VVS2,8.951,163.5832
38189,0.56,Premium,E,VS2,7.419,91.17943199999999
38190,0.33,Ideal,I,IF,6.542,54.82455
38191,1.11,Premium,G,VS2,8.812,183.6016
38192,0.3,Very Good,D,SI1,6.314,49.252956
38193,1.51,Very Good,E,SI1,9.356,241.06555200000003
38194,2.03,Premium,H,SI2,9.685,331.13745299999994
38195,0.7,Good,D,VS2,8.035,108.056376
38196,2.01,Good,F,I1,8.808,318.02234100000004
38197,1.54,Ideal,G,I1,8.748,251.26774
38198,0.4,Premium,D,SI2,6.751,65.052636
38199,0.79,Premium,H,VS2,7.911,127.23232000000003
38200,0.56,Ideal,G,VS2,7.416,93.30902400000001
38201,1.5,Premium,I,SI2,8.919,245.300704
38202,1.25,Premium,I,SI1,8.566,200.821452
38203,0.3,Good,F,SI1,6.463,49.424814999999995
38204,2.02,Ideal,H,SI1,9.749,325.306542
38205,0.96,Ideal,G,VS1,8.826,157.594014
38206,1.35,Ideal,H,SI1,8.938,218.737844
38207,0.36,Ideal,F,VS1,6.921,59.233032
38208,0.33,Very Good,D,VS2,6.661,55.124262
38209,0.3,Premium,E,VS2,6.738,48.09008
38210,0.32,Ideal,I,VVS1,6.378,52.53952
38211,1.26,Ideal,J,VS2,8.577,201.81571200000002
38212,0.54,Ideal,E,SI1,7.374,90.77445
38213,0.9,Ideal,H,SI2,8.319,147.609216
38214,0.31,Very Good,H,VVS1,6.479,50.783972000000006
38215,1.01,Fair,G,SI2,8.306,158.7222
38216,0.48,Good,D,VS1,7.463,79.118451
38217,1.23,Ideal,I,SI1,8.675,202.70415899999998
38218,0.26,Ideal,H,VVS1,6.397,43.256928
38219,0.38,Very Good,G,VVS1,6.903,61.62156
38220,1.15,Very Good,H,SI1,8.527,188.26752
38221,0.7,Very Good,H,VS1,7.783,114.72548700000002
38222,0.4,Very Good,G,IF,7.107,66.717036
38223,0.31,Good,G,SI2,6.011,50.94807899999999
38224,0.3,Ideal,F,SI1,6.163,49.34035
38225,0.32,Ideal,G,VS1,6.545,52.990956000000004
38226,0.35,Very Good,G,VVS2,6.682,56.899970999999994
38227,1.19,Very Good,E,VS2,8.875,197.951985
38228,0.7,Ideal,F,SI1,7.835,114.23575799999999
38229,2.03,Very Good,F,SI2,9.668,336.6264200000001
38230,0.34,Ideal,G,VS2,6.39,56.523712
38231,1.51,Good,D,VS2,9.45,241.706816
38232,0.4,Ideal,H,VVS2,6.777,65.135658
38233,1.03,Ideal,F,SI1,8.707,168.151418
38234,0.72,Ideal,G,SI1,7.843,119.758044
38235,1.19,Ideal,D,VVS2,9.466,195.696592
38236,0.3,Ideal,F,IF,6.772,49.879180000000005
38237,0.41,Very Good,H,VVS2,6.742,66.52969200000001
38238,0.39,Ideal,D,VS1,7.065,64.281609
38239,0.58,Fair,G,VS1,7.439,94.16510400000001
38240,0.4,Good,D,SI2,6.433,65.18853000000001
38241,0.36,Premium,E,VS2,6.671,58.38076799999999
38242,0.7,Premium,D,VS2,7.789,112.86475200000001
38243,0.72,Very Good,E,VVS2,8.242,120.18590999999998
38244,0.71,Very Good,F,SI2,8.031,114.84123299999999
38245,1.23,Premium,H,VS1,8.933,199.56494600000002
38246,1.01,Good,D,SI1,8.481,159.18903
38247,0.5,Fair,E,VS1,7.544,83.80507499999999
38248,1.02,Premium,F,SI1,8.604,169.438948
38249,0.51,Ideal,G,VVS2,7.588,83.0592
38250,0.32,Ideal,D,VVS1,6.973,52.658928
38251,1.5,Premium,F,VS2,9.561,243.51364399999997
38252,0.31,Ideal,H,IF,6.671,51.41312000000001
38253,1.08,Ideal,G,VS2,8.82,175.8272
38254,0.62,Ideal,H,VVS1,7.695,101.638656
38255,2.01,Good,H,SI1,9.542,328.600668
38256,0.51,Premium,G,SI2,6.933,83.133952
38257,1.05,Very Good,H,SI1,8.436,175.11476400000004
38258,0.61,Ideal,H,VS1,7.627,100.666598
38259,0.52,Ideal,H,VVS2,7.366,85.69728000000002
38260,0.28,Very Good,H,VS1,6.061,46.700208
38261,1.72,Premium,J,SI1,8.833,286.21208
38262,0.24,Ideal,F,VS1,6.038,39.6552
38263,0.7,Premium,G,IF,8.186,112.762144
38264,1.24,Premium,G,SI1,8.789,206.72715
38265,0.39,Ideal,G,VVS1,6.916,64.77640400000001
38266,0.7,Fair,H,VS1,7.674,115.26991999999998
38267,1.5,Very Good,J,VS1,8.989,235.22084999999998
38268,0.98,Fair,G,SI2,8.111,148.84329599999998
38269,0.31,Ideal,E,VVS2,6.627,50.522007
38270,1.01,Premium,E,VS2,8.887,163.585642
38271,0.7,Ideal,I,VS1,7.869,114.89020399999998
38272,0.3,Premium,G,VVS2,6.528,48.42980999999999
38273,0.31,Ideal,G,VVS2,6.518,51.959502
38274,1.53,Premium,F,VS2,9.505,243.45775999999998
38275,1.91,Very Good,F,SI1,9.77,311.430938
38276,0.3,Ideal,E,IF,6.849,50.130472
38277,0.4,Very Good,E,SI1,6.782,64.27788000000001
38278,0.51,Very Good,E,SI1,7.271,81.96351999999999
38279,0.51,Good,E,SI1,7.065,84.103272
38280,2.22,Very Good,J,SI2,9.274,347.57841300000007
38281,1.0,Premium,D,SI1,8.61,156.07872
38282,0.71,Ideal,E,VS1,8.118,114.933735
38283,0.4,Ideal,G,VS2,6.942,65.524928
38284,0.35,Ideal,H,VVS1,6.65,57.93241999999999
38285,0.7,Very Good,E,VS1,7.99,112.99224
38286,0.3,Ideal,E,VS2,6.489,50.1294
38287,1.72,Premium,H,SI1,9.463,277.43972399999996
38288,0.71,Ideal,F,VVS1,8.521,117.37045499999999
38289,1.26,Very Good,F,IF,9.554,211.633664
38290,0.31,Premium,E,VS1,6.599,51.41900999999999
38291,0.7,Ideal,E,VVS2,8.185,115.74136
38292,0.5,Very Good,E,VS1,7.499,82.69560000000001
38293,0.51,Very Good,D,SI1,7.258,83.55236399999998
38294,0.55,Ideal,D,VS1,7.628,90.154296
38295,0.91,Very Good,F,SI1,8.329,148.47140000000002
38296,0.57,Very Good,H,VS2,7.381,94.63014
38297,0.7,Ideal,H,VVS1,7.966,116.35266999999999
38298,1.27,Ideal,G,SI2,8.504,211.29732799999996
38299,0.33,Ideal,F,VS2,6.501,53.67648
38300,1.5,Premium,F,VS2,9.573,242.76960000000003
38301,0.7,Ideal,G,VVS1,8.118,114.886674
38302,0.53,Ideal,F,VVS2,7.623,88.556
38303,0.71,Very Good,H,VS2,7.822,114.96672000000001
38304,1.9,Premium,G,SI2,9.541,309.77910599999996
38305,1.21,Ideal,G,VS1,9.078,198.024239
38306,1.01,Good,E,SI1,8.407,162.67810999999995
38307,1.28,Very Good,H,SI2,8.697,213.52781399999998
38308,2.26,Ideal,G,SI2,9.46,366.90367999999995
38309,0.33,Very Good,E,SI1,6.361,55.56824
38310,0.5,Ideal,I,VVS2,7.187,81.931185
38311,0.57,Ideal,H,VS1,7.45,95.221812
38312,0.71,Ideal,G,VS1,8.141,115.09106100000001
38313,0.36,Ideal,G,VVS2,6.654,59.881668000000005
38314,0.32,Ideal,G,VVS1,6.702,54.42528000000001
38315,0.41,Ideal,H,VS2,6.847,68.909984
38316,0.35,Ideal,E,VS1,6.65,58.268592
38317,1.8,Ideal,H,VS1,9.623,292.579936
38318,1.2,Ideal,D,VVS2,9.485,196.69186799999997
38319,0.41,Ideal,G,VVS2,6.915,67.1517
38320,0.42,Ideal,G,VS1,6.825,69.42969000000001
38321,0.37,Premium,D,SI1,6.773,60.320927999999995
38322,0.55,Premium,E,VS1,7.731,91.34244000000001
38323,0.35,Ideal,G,IF,6.909,59.103984
38324,0.52,Good,D,SI2,7.037,86.46359700000001
38325,1.2,Premium,I,I1,7.981,193.96314
38326,0.38,Premium,G,VS2,6.891,62.51112
38327,0.31,Ideal,J,VS2,5.981,51.82416
38328,2.02,Very Good,H,SI2,9.582,324.248565
38329,1.51,Good,F,VVS2,9.592,238.60288799999998
38330,1.01,Ideal,G,VS1,8.894,164.07273
38331,0.43,Ideal,H,VVS1,6.895,71.68014000000001
38332,1.25,Premium,J,VS2,8.23,204.23145599999995
38333,0.3,Ideal,F,IF,6.772,49.828340999999995
38334,0.31,Ideal,G,VS1,6.39,51.915600000000005
38335,0.35,Premium,F,VS2,6.779,57.056450000000005
38336,0.7,Very Good,I,SI1,7.475,113.323455
38337,0.9,Very Good,D,VS1,8.658,145.04529
38338,1.66,Premium,J,VVS2,9.198,270.334636
38339,0.66,Ideal,F,VS2,7.882,108.35154
38340,0.9,Premium,G,SI2,8.145,149.23125
38341,0.71,Very Good,G,SI2,7.683,114.93479999999998
38342,0.7,Very Good,G,VVS1,8.073,112.167616
38343,1.03,Ideal,F,VS2,8.817,167.91559200000003
38344,0.42,Ideal,H,VVS1,6.974,68.74608
38345,1.01,Ideal,J,SI1,8.073,165.88800000000003
38346,0.53,Ideal,F,VS1,7.393,88.07505
38347,0.53,Ideal,G,IF,7.717,87.46608
38348,0.95,Fair,G,SI1,7.952,150.807888
38349,0.38,Ideal,I,VS1,6.555,63.432610000000004
38350,0.32,Very Good,D,VVS2,6.673,52.083864000000005
38351,1.17,Ideal,G,SI2,8.656,193.29915600000004
38352,0.9,Very Good,J,SI1,7.92,143.865288
38353,1.02,Premium,F,VVS2,9.116,164.399508
38354,1.02,Fair,I,SI2,8.099,165.50062799999998
38355,1.0,Good,E,SI2,8.339,162.669
38356,1.71,Premium,D,SI2,9.497,279.276192
38357,1.13,Premium,G,SI1,8.59,184.414828
38358,0.54,Ideal,G,VS1,7.47,88.349544
38359,1.06,Ideal,F,VS1,9.029,174.285675
38360,0.31,Ideal,F,VS2,6.438,50.15439000000001
38361,0.73,Premium,F,VS2,7.966,123.344976
38362,1.42,Ideal,F,VVS1,9.835,235.1001
38363,1.01,Ideal,I,SI2,8.375,165.01551
38364,1.59,Premium,G,SI1,9.181,260.16517500000003
38365,1.05,Premium,E,I1,7.994,168.313362
38366,0.9,Good,D,SI1,8.381,147.0144
38367,0.5,Ideal,H,SI1,7.051,82.44662799999998
38368,0.55,Ideal,J,VS1,7.346,90.129048
38369,0.51,Very Good,E,VS1,7.483,82.2528
38370,0.23,Premium,H,VS1,6.073,38.718
38371,0.33,Ideal,G,VVS2,6.872,54.014168000000005
38372,0.52,Ideal,F,IF,7.913,84.340278
38373,0.72,Premium,D,SI2,7.936,115.41709800000001
38374,1.11,Ideal,E,SI2,8.568,184.04735999999997
38375,0.7,Very Good,I,SI2,7.365,114.52583999999997
38376,0.79,Premium,E,SI2,7.922,132.254784
38377,0.31,Good,G,VVS1,6.635,50.97409199999999
38378,0.32,Ideal,G,VVS1,6.597,52.939308000000004
38379,1.05,Premium,F,VVS2,9.07,170.0352
38380,1.56,Premium,J,VS2,8.957,253.728774
38381,0.77,Very Good,G,SI1,7.876,123.63097499999999
38382,0.9,Very Good,F,VS2,8.459,143.02134
38383,2.01,Ideal,J,VS1,9.7,330.928444
38384,1.01,Good,D,SI2,8.277,160.853408
38385,0.57,Very Good,D,SI1,7.47,93.768558
38386,0.71,Premium,D,SI2,7.712,117.33319200000001
38387,0.58,Ideal,E,VS1,7.546,93.25581199999999
38388,0.58,Good,E,SI1,7.52,93.134288
38389,1.53,Very Good,F,SI1,9.368,255.43764000000002
38390,1.21,Ideal,I,VS1,8.767,198.54555
38391,0.76,Ideal,G,VS2,8.044,125.71633800000001
38392,0.58,Good,E,SI1,7.197,95.93616800000001
38393,1.0,Premium,D,VS1,8.963,160.932024
38394,1.51,Premium,F,VS2,9.633,247.62608
38395,1.04,Very Good,J,SI2,8.149,169.95159999999998
38396,0.76,Ideal,I,VVS1,7.92,126.541938
38397,0.3,Ideal,H,SI1,6.091,49.552932
38398,2.18,Very Good,E,I1,9.244,353.23364999999995
38399,0.3,Very Good,E,VS2,6.397,49.111920000000005
38400,0.25,Good,F,VVS1,6.194,41.047560000000004
38401,0.9,Good,D,SI2,8.17,138.20525999999998
38402,0.38,Ideal,F,VVS1,6.999,63.95384
38403,0.37,Premium,E,VS2,6.698,61.225410000000004
38404,0.71,Very Good,F,VS1,7.94,121.28512
38405,1.59,Ideal,J,VS2,9.069,256.55863
38406,1.02,Very Good,E,SI2,8.421,162.34367999999998
38407,0.41,Premium,G,VS2,6.967,66.76704
38408,1.0,Fair,G,SI1,7.994,156.44428800000003
38409,0.57,Ideal,G,SI1,7.222,94.53348
38410,0.9,Very Good,H,SI2,8.086,149.690112
38411,0.91,Very Good,E,SI1,8.345,146.55140500000005
38412,1.06,Premium,G,SI1,8.54,170.686364
38413,1.03,Fair,D,SI1,8.399,152.67010199999999
38414,1.27,Very Good,I,VS2,8.771,201.41123600000003
38415,0.73,Fair,G,SI2,7.626,117.248832
38416,0.73,Premium,H,SI2,7.651,120.58432
38417,0.55,Very Good,D,SI1,7.373,88.861104
38418,0.33,Very Good,E,VVS2,6.795,54.027995999999995
38419,0.35,Premium,J,VS1,6.131,57.28072600000001
38420,1.04,Ideal,F,SI2,8.44,169.27380000000002
38421,1.37,Very Good,J,SI2,8.53,220.108189
38422,0.32,Ideal,E,VS2,6.554,52.732133999999995
38423,0.7,Premium,F,SI1,7.8,114.96672000000001
38424,1.32,Ideal,I,VS2,8.862,215.89833
38425,0.7,Ideal,I,VS2,7.629,114.73103
38426,0.33,Ideal,E,VS2,6.833,53.64920000000001
38427,0.76,Ideal,E,VVS1,8.528,123.80187600000001
38428,0.85,Ideal,G,SI1,8.132,139.502412
38429,1.08,Premium,J,SI1,8.336,174.84346799999997
38430,0.52,Ideal,D,VS2,7.508,85.69728000000002
38431,0.73,Premium,F,VS2,7.938,117.86688
38432,1.27,Ideal,E,SI1,8.94,204.12831
38433,1.2,Premium,J,SI1,8.484,196.78428000000002
38434,1.01,Good,D,SI1,8.546,160.203784
38435,0.53,Good,H,SI1,7.032,88.03278
38436,1.29,Ideal,J,SI1,8.632,209.19672
38437,1.53,Premium,F,SI1,9.339,254.48721300000003
38438,0.59,Ideal,E,VVS1,8.138,97.004005
38439,0.9,Very Good,H,SI1,8.084,141.709824
38440,0.31,Ideal,E,VVS1,6.749,51.09048
38441,0.29,Very Good,G,VS2,6.155,47.125056
38442,0.41,Premium,E,VS1,7.05,66.90671999999999
38443,0.4,Ideal,E,VVS2,7.121,66.106953
38444,0.91,Premium,F,SI2,7.849,147.65775
38445,1.01,Ideal,D,SI2,8.518,164.648604
38446,1.01,Ideal,D,SI2,8.353,162.60961200000003
38447,0.71,Very Good,I,VS2,7.689,115.45247999999998
38448,0.56,Premium,G,VVS1,7.681,92.908635
38449,2.03,Premium,D,SI2,9.814,320.796
38450,2.05,Premium,I,VS2,9.674,331.5737039999999
38451,0.55,Ideal,D,VS2,7.405,90.558864
38452,0.31,Ideal,D,VS1,6.526,50.901256
38453,0.38,Ideal,J,VS2,6.349,62.22025500000001
38454,0.34,Very Good,G,SI2,6.103,55.124262
38455,0.36,Premium,H,VVS2,6.837,58.56903999999999
38456,1.01,Very Good,D,VS1,8.96,161.94545399999998
38457,0.32,Ideal,J,SI1,6.213,52.484796
38458,0.53,Good,G,VVS2,7.478,86.84445000000001
38459,0.71,Ideal,I,VS2,7.725,116.023774
38460,0.9,Good,D,SI1,8.324,145.59363
38461,2.01,Good,H,VS2,9.824,313.57217499999996
38462,1.18,Premium,G,VVS2,9.163,197.76918
38463,0.81,Very Good,G,VS1,8.163,132.312
38464,0.31,Ideal,F,IF,6.818,51.08832000000001
38465,0.61,Ideal,F,VS2,7.602,100.13721000000001
38466,0.31,Ideal,H,VS2,6.192,50.827272
38467,1.06,Premium,G,SI1,8.479,179.107509
38468,0.7,Good,F,VS1,7.92,113.41915199999998
38469,0.32,Premium,G,VS2,6.579,52.134264
38470,0.41,Premium,E,VS2,6.907,66.297432
38471,0.72,Very Good,E,VVS1,8.375,119.15762099999998
38472,0.72,Premium,F,SI1,7.777,118.23768599999998
38473,0.4,Ideal,E,VS1,6.846,66.577168
38474,0.4,Ideal,E,VS2,6.928,65.69118600000002
38475,0.38,Very Good,F,VS1,6.783,64.03339199999999
38476,2.01,Ideal,I,SI1,9.442,326.028
38477,1.02,Good,F,VS2,8.764,163.58144000000004
38478,0.61,Ideal,E,VS2,7.772,100.05110000000002
38479,0.6,Very Good,E,SI1,7.515,96.741008
38480,0.32,Very Good,F,VS2,6.469,52.085208
38481,1.51,Ideal,J,VS1,8.999,246.27644999999995
38482,0.46,Very Good,D,VVS1,7.597,74.57981999999998
38483,1.45,Very Good,I,IF,9.178,241.91575200000003
38484,0.9,Very Good,E,SI1,8.334,145.002258
38485,1.01,Good,E,VVS2,8.958,161.64971199999997
38486,0.35,Premium,E,VS1,6.969,57.93241999999999
38487,1.04,Ideal,G,VS2,8.911,171.963414
38488,0.39,Ideal,H,SI1,6.773,63.924119999999995
38489,1.02,Very Good,F,VVS2,9.128,164.92839999999998
38490,0.7,Ideal,E,SI1,7.808,114.40926000000002
38491,0.32,Good,H,SI1,6.107,52.155950000000004
38492,0.38,Premium,D,SI2,6.7,61.405344
38493,0.65,Premium,D,SI1,7.666,105.617226
38494,1.5,Good,H,VS2,9.257,241.976134
38495,0.71,Ideal,I,SI1,7.749,116.7595
38496,0.43,Ideal,G,VVS1,7.142,70.131
38497,0.62,Fair,E,VS1,7.76,103.72119800000002
38498,0.41,Premium,E,VS1,7.05,67.00176
38499,1.5,Good,D,SI2,9.05,242.11824000000004
38500,1.11,Very Good,H,SI1,8.491,181.917776
38501,0.34,Premium,F,SI2,6.353,55.81576
38502,1.07,Ideal,G,VS1,8.885,175.18248
38503,1.2,Ideal,I,SI2,8.495,201.032225
38504,0.74,Ideal,F,VS1,8.187,120.89448
38505,2.0,Ideal,H,SI1,9.822,329.9373
38506,0.84,Premium,E,VS2,8.168,135.447
38507,0.36,Ideal,D,VS2,6.748,59.36207999999999
38508,0.52,Very Good,G,VS1,7.504,84.176384
38509,0.4,Ideal,F,VS1,6.878,67.12076
38510,0.5,Ideal,H,SI1,7.039,81.48421599999999
38511,0.3,Ideal,D,SI1,6.564,49.64092
38512,0.33,Ideal,E,VS2,6.583,54.42528000000001
38513,1.03,Premium,F,SI2,8.431,164.604
38514,1.01,Premium,D,SI1,8.689,164.903478
38515,0.45,Fair,E,VS2,6.858,71.590116
38516,1.14,Good,G,I1,7.752,182.3913
38517,0.28,Ideal,H,VS2,6.146,46.61412
38518,0.23,Very Good,E,VS1,5.935,37.008340000000004
38519,0.76,Ideal,D,VS1,8.35,125.02513
38520,1.2,Good,I,VS1,8.669,185.11073000000002
38521,1.09,Ideal,G,SI1,8.522,176.81069999999997
38522,1.01,Very Good,H,VS2,8.527,159.49362
38523,0.31,Ideal,F,IF,6.804,52.419024000000014
38524,2.0,Very Good,H,SI1,9.733,325.2912
38525,0.24,Very Good,E,VVS1,6.184,39.88746999999999
38526,1.51,Fair,F,SI2,8.686,238.05792
38527,0.51,Very Good,H,VS1,7.27,82.932388
38528,2.02,Ideal,H,SI2,9.448,331.15473599999996
38529,0.7,Very Good,D,VS1,8.009,114.523186
38530,0.33,Ideal,H,SI1,6.413,53.626923
38531,0.54,Ideal,G,SI2,7.16,88.93092
38532,0.9,Good,G,VS2,8.273,138.62855999999996
38533,1.01,Very Good,H,SI1,8.415,158.74560000000002
38534,1.01,Very Good,E,VS2,8.823,162.86225999999996
38535,1.01,Ideal,G,VS2,8.704,161.33101600000003
38536,0.32,Ideal,I,VS1,6.271,53.334099
38537,0.38,Premium,E,VS1,6.974,63.44538200000001
38538,1.07,Premium,F,SI2,8.4,172.79362799999998
38539,1.12,Ideal,G,VS2,8.807,183.969648
38540,0.36,Ideal,I,VS1,6.592,57.977208
38541,1.0,Premium,F,SI1,8.431,158.40583
38542,0.62,Ideal,E,SI1,7.676,103.990786
38543,1.01,Very Good,F,VS2,8.911,164.141424
38544,0.75,Very Good,G,SI1,7.876,121.85807699999998
38545,0.23,Very Good,E,VVS2,6.273,37.530864
38546,0.91,Good,G,VS2,8.356,145.69606
38547,0.76,Premium,E,VS2,8.145,128.44741000000002
38548,0.31,Ideal,I,VS1,6.192,50.712032
38549,0.7,Fair,F,SI1,7.681,111.08808
38550,0.43,Ideal,G,SI1,6.875,71.742405
38551,0.9,Fair,E,VS2,8.325,142.74819
38552,0.3,Ideal,H,VS2,6.196,49.02386999999999
38553,0.51,Ideal,E,SI1,7.271,83.218905
38554,0.31,Very Good,I,VS2,6.324,51.06574199999999
38555,1.54,Premium,G,VS2,9.457,253.89227499999998
38556,0.93,Very Good,G,SI1,8.321,152.222574
38557,2.45,Very Good,H,SI2,9.378,409.80654000000004
38558,0.54,Ideal,D,SI1,7.382,87.505222
38559,0.38,Ideal,F,VS1,6.921,63.398013000000006
38560,1.59,Ideal,H,VS1,9.535,262.333188
38561,1.21,Very Good,I,SI1,8.643,191.2977
38562,0.35,Ideal,D,SI1,6.468,57.740628
38563,0.41,Premium,E,VS1,6.984,66.784704
38564,0.23,Ideal,G,VVS1,6.284,37.973232
38565,0.41,Ideal,F,SI1,6.537,68.37312
38566,0.31,Premium,G,VS1,6.687,50.10681600000001
38567,0.41,Good,F,SI1,6.627,65.967664
38568,0.31,Premium,G,VVS1,6.704,49.68432
38569,0.39,Ideal,G,SI2,6.574,65.70588000000001
38570,0.37,Ideal,F,VS2,6.864,60.142311
38571,0.5,Ideal,E,VS1,7.39,83.19833999999999
38572,0.32,Ideal,G,IF,6.822,53.618544
38573,0.32,Good,G,VS1,6.469,53.140511000000004
38574,0.81,Very Good,E,VS2,8.253,130.59060000000002
38575,0.56,Ideal,I,VVS1,7.381,91.871496
38576,0.63,Ideal,G,SI1,7.395,104.017932
38577,0.39,Very Good,I,VVS2,6.668,63.351288000000004
38578,2.01,Premium,J,VS2,9.516,326.7333180000001
38579,0.8,Ideal,D,SI1,8.179,128.79551999999998
38580,1.74,Premium,I,VS2,9.407,292.398045
38581,0.3,Ideal,I,VVS2,6.205,49.321915999999995
38582,1.0,Good,D,VS2,8.882,161.62181599999997
38583,1.51,Premium,H,SI2,8.66,245.53744600000002
38584,0.44,Very Good,E,SI2,6.778,71.00399999999999
38585,2.02,Premium,E,SI2,9.805,330.115352
38586,0.5,Ideal,F,SI2,6.924,82.25028
38587,1.6,Premium,I,SI1,9.083,262.919412
38588,1.31,Premium,J,VS1,8.738,216.15037199999998
38589,0.71,Very Good,E,VS2,7.948,114.64980000000003
38590,0.7,Ideal,E,VS1,7.951,115.291918
38591,2.02,Very Good,D,SI2,9.756,321.997
38592,1.75,Premium,J,VS1,9.27,286.0704
38593,1.62,Good,I,VS1,9.162,265.570305
38594,0.93,Very Good,D,SI2,8.346,151.36679999999998
38595,0.35,Ideal,F,VS2,6.809,58.12443
38596,0.31,Ideal,H,VVS1,6.561,51.25256999999999
38597,2.02,Premium,I,VS2,9.668,319.6630579999999
38598,0.23,Very Good,E,VVS2,6.225,38.537928
38599,0.52,Premium,G,SI2,7.087,84.99663000000001
38600,0.72,Ideal,F,VS1,8.232,118.33866099999999
38601,0.3,Good,H,SI1,6.068,48.359475
38602,0.58,Ideal,F,VS1,7.549,95.490414
38603,1.14,Very Good,H,SI2,8.437,183.34602
38604,0.7,Ideal,F,VS2,7.975,116.06917200000001
38605,0.3,Premium,G,IF,6.863,48.74688
38606,0.43,Premium,E,VS1,7.031,68.88840400000002
38607,1.5,Very Good,F,IF,9.828,241.91136
38608,0.4,Ideal,H,VVS2,6.777,65.498202
38609,1.08,Ideal,G,SI2,8.44,176.812336
38610,0.32,Very Good,G,IF,6.861,53.482
38611,0.5,Ideal,J,VS2,7.08,82.25028
38612,0.35,Very Good,F,VS1,6.633,56.87415000000001
38613,1.54,Premium,H,VS2,9.296,248.01839999999999
38614,0.42,Ideal,F,SI1,6.633,69.51892999999998
38615,0.31,Very Good,H,VVS2,6.438,49.71273
38616,1.55,Premium,D,VS2,9.689,258.96582800000004
38617,1.04,Ideal,I,VS1,8.626,168.571116
38618,3.67,Premium,I,I1,9.692,592.934058
38619,0.8,Good,G,SI1,7.887,128.4894
38620,0.71,Very Good,E,VS1,8.043,116.72941200000001
38621,0.36,Very Good,H,VS2,6.592,60.56504999999999
38622,1.25,Premium,J,VS1,8.655,204.245184
38623,0.33,Premium,E,VVS2,6.608,54.181764
38624,0.23,Very Good,F,VVS2,6.142,37.60106100000001
38625,0.33,Ideal,E,VS2,6.604,55.1925
38626,1.0,Fair,H,SI2,8.06,163.42880399999999
38627,0.31,Ideal,H,VVS1,6.848,52.00218399999999
38628,0.23,Very Good,F,VVS2,6.368,38.552
38629,0.91,Good,I,VS2,7.942,143.69355
38630,0.81,Good,I,VS2,7.87,128.647024
38631,0.9,Very Good,H,VS2,8.332,144.0576
38632,0.31,Very Good,G,IF,6.829,52.464516
38633,0.76,Ideal,H,VVS1,8.121,124.22186699999997
38634,0.38,Ideal,E,VS2,6.875,63.078624
38635,0.37,Ideal,D,SI1,6.524,60.48631999999999
38636,1.58,Ideal,I,SI2,8.77,250.52888
38637,0.46,Very Good,F,VS2,7.137,78.142592
38638,0.24,Very Good,E,VVS2,6.17,40.08641
38639,1.51,Ideal,I,SI2,8.933,249.90953600000003
38640,2.03,Premium,I,SI2,9.487,332.71294
38641,0.51,Very Good,J,SI1,6.835,82.06308
38642,1.59,Ideal,H,VS1,9.397,256.20443800000004
38643,1.04,Premium,E,SI2,8.408,175.7276
38644,1.01,Premium,D,SI1,8.62,158.96653500000002
38645,1.01,Fair,E,SI2,7.936,154.666435
38646,0.72,Very Good,E,VS2,8.175,119.16309999999999
38647,0.37,Premium,F,SI1,6.673,59.991359999999986
38648,0.52,Ideal,D,VVS2,8.097,86.69376
38649,0.39,Premium,E,VS2,6.79,63.974196000000006
38650,1.01,Ideal,G,SI2,8.366,165.6681
38651,0.82,Very Good,G,SI1,7.97,134.49239999999998
38652,0.9,Premium,E,VS2,8.412,145.09342199999998
38653,0.7,Ideal,D,VVS2,8.62,115.97414399999998
38654,0.58,Ideal,G,SI1,7.25,95.202328
38655,1.11,Fair,H,SI1,8.552,172.71019799999996
38656,1.03,Ideal,G,VS1,8.934,171.70366500000003
38657,1.22,Ideal,G,VS2,9.031,200.80656000000002
38658,1.0,Very Good,H,SI2,8.274,159.2628
